,oferta,precio,mts,bathrooms,recamaras,fuente,fecha_consulta,precio_m2,latitud,longitud,UT,CVEUT
1038,preventa. departamento 2708 en torre alhena. miguel hidalgo. cdmx,5025680,64.94,NA,NA,easyaviso,25:53.3,77389.59039,19.4362341,-99.173835,VERONICA ANZURES,16-084
1039,preventa. departamento 2804 en torre alhena. miguel hidalgo. cdmx,7626070,106.22,2,3,easyaviso,25:53.3,71795.04801,19.4362341,-99.173835,VERONICA ANZURES,16-084
1040,preventa. departamento 2702 en torre alhena. miguel hidalgo. cdmx,4986800,64.4,NA,NA,easyaviso,25:53.3,77434.78261,19.4362341,-99.173835,VERONICA ANZURES,16-084
1041,preventa. departamento 2701 en torre alhena. miguel hidalgo. cdmx,5094080,65.89,NA,NA,easyaviso,25:53.3,77311.88344,19.4362341,-99.173835,VERONICA ANZURES,16-084
1042,preventa. departamento 2707 en torre alhena. miguel hidalgo. cdmx,6068850,81.19,2,2,easyaviso,25:53.3,74748.73753,19.4362341,-99.173835,VERONICA ANZURES,16-084
1043,preventa. departamento 2803 en torre alhena. miguel hidalgo. cdmx,4744880,61.04,NA,NA,easyaviso,25:53.3,77733.94495,19.4362341,-99.173835,VERONICA ANZURES,16-084
1044,entrega inmediata en anzures a 8 min de polanco,4100000,60,NA,NA,easyaviso,25:53.3,68333.33333,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1045,hermoso departamento en colonia veronica anzures.,3138000,29,NA,NA,easyaviso,25:53.3,108206.8966,19.435516,-99.1749857,VERONICA ANZURES,16-084
1046,departamento en venta en marina nacional veronica anzures miguel hidalgo cdmx,4100000,60,NA,NA,easyaviso,25:53.3,68333.33333,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1047,departamento en venta anzures miguel hidalgo cdmx,11475000,132,2,2,easyaviso,25:53.3,86931.81818,19.433731,-99.1727553,VERONICA ANZURES,16-084
1048,departamento en venta anzures miguel hidalgo cdmx,10115000,115,2,2,easyaviso,25:53.3,87956.52174,19.433731,-99.1727553,VERONICA ANZURES,16-084
1049,departamento de venta anzures miguel hidalgo cdmx,10227000,115,2,2,easyaviso,25:53.3,88930.43478,19.433731,-99.1727553,VERONICA ANZURES,16-084
1050,departamento en venta anzures miguel hidalgo cdmx,15263500,130,2,3,easyaviso,25:53.3,117411.5385,19.433731,-99.1727553,VERONICA ANZURES,16-084
1051,departamento en venta anzures miguel hidalgo cdmx,15708500,117,2,2,easyaviso,25:53.3,134260.6838,19.433731,-99.1727553,VERONICA ANZURES,16-084
1052,departamento 1r03. veronica anzures. 1 recamara,4394880,61.04,NA,NA,easyaviso,25:53.3,72000,19.4353234,-99.1711742,VERONICA ANZURES,16-084
1053,departamento preventa en veronica anzures,9200000,148.57,2,2,easyaviso,25:53.3,61923.67234,19.4357867,-99.1750638,VERONICA ANZURES,16-084
1054,departamento preventa en veronica anzures,7500000,120.85,NA,2,easyaviso,25:53.3,62060.40546,19.4357867,-99.1750638,VERONICA ANZURES,16-084
1055,departamento en preventa en veronica anzures,7200000,112.31,2,2,easyaviso,25:53.3,64108.27175,19.4357867,-99.1750638,VERONICA ANZURES,16-084
1056,departamento en preventa en veronica anzures,6800000,107.45,2,2,easyaviso,25:53.3,63285.24895,19.4357867,-99.1750638,VERONICA ANZURES,16-084
1057,veronica anzures departamentoventamiguel hidalgocdmx,4785000,120,2,2,easyaviso,25:53.3,39875,19.4349776,-99.1751599,VERONICA ANZURES,16-084
1058,departamento marina nacional,4500000,60,2,NA,easyaviso,25:53.3,75000,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1059,departamento con terraza en san rafael,4960000,84,2,3,easyaviso,25:53.3,59047.61905,19.4364703,-99.1704069,VERONICA ANZURES,16-084
1060,preventa departamentos en la colonia anzures,2249486,33,NA,NA,easyaviso,25:53.3,68166.24242,19.4367689,-99.17203854,VERONICA ANZURES,16-084
1061,departamento en venta con amplios espacios en veronica anzures,5900000,157,2,3,easyaviso,25:53.3,37579.61783,19.4335258,-99.1732612,VERONICA ANZURES,16-084
1062,preventa de suites y depas de lujo a 5 min de polanco,2137472,33,NA,NA,easyaviso,25:53.3,64771.87879,19.4347,-99.171,VERONICA ANZURES,16-084
1063,departamento en venta veronica anzures,5800000,118,NA,3,easyaviso,25:53.3,49152.54237,19.43471506,-99.17535424,VERONICA ANZURES,16-084
1064,departamento en venta en veronica anzures,5800000,118,NA,3,easyaviso,25:53.3,49152.54237,19.434797,-99.1754045,VERONICA ANZURES,16-084
1065,edificio residencial y de oficinas  anzures,8775000,138,2,2,easyaviso,25:53.3,63586.95652,19.4337133,-99.1727421,VERONICA ANZURES,16-084
1066,veronica anzures departamento venta miguel hidalgo cdmx,4785000,120,NA,2,easyaviso,25:53.3,39875,19.434797,-99.1754045,VERONICA ANZURES,16-084
1067,penthouse  en venta anzures,12351000,242,2,2,easyaviso,25:53.3,51037.19008,19.4337133,-99.1727421,VERONICA ANZURES,16-084
1068,venta departamento remodelado en veronica anzures,6200000,200,2,3,easyaviso,25:53.3,31000,19.43639977,-99.17015483,VERONICA ANZURES,16-084
1069,preventa de departamentos y ph en anzures,5250000,94,2,2,easyaviso,25:53.3,55851.06383,19.43825615,-99.17338014,VERONICA ANZURES,16-084
1070,venta ph en gutenberg veronica anzures,15708500,242,2,2,easyaviso,25:53.3,64911.15702,19.436516,-99.1739857,VERONICA ANZURES,16-084
1071,departamentos en venta en la col. veronica anzures,6300000,96,2,3,easyaviso,25:53.3,65625,19.436516,-99.1739857,VERONICA ANZURES,16-084
1072,departamento de anzurez,4990000,120,2,3,easyaviso,25:53.3,41583.33333,19.4352051,-99.1735099,VERONICA ANZURES,16-084
1073,av. marina nacional 385 veronica anzures miguel hidalgo 11370 ciudad de mexic,3200000,38,NA,NA,easyaviso,25:53.3,84210.52632,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1074,venta  departamento  exterior  balcon  bodega  amenidad  veronica anzures,8900000,190,3,3,easyaviso,25:53.3,46842.10526,19.4363913,-99.1747715,VERONICA ANZURES,16-084
1075,venta departamento nuevo en veronica anzures,3270000,60,NA,NA,easyaviso,25:53.3,54500,19.43727477,-99.17218924,VERONICA ANZURES,16-084
1076,departamento de torre distum,5360000,104,2,2,easyaviso,25:53.3,51538.46154,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1077,ansias distales,3270000,NA,NA,NA,easyaviso,25:53.3,NA,19.4378015,-99.1728508,VERONICA ANZURES,16-084
1078,unica oportunidad de inversion   en be grand polanco,10900000,160,3,3,easyaviso,25:53.3,68125,19.4401566,-99.1829788,ANAHUAC II,16-089
1079,venta departamento hares  av. ejercito nacional js,7350000,100.93,2,2,easyaviso,25:53.3,72822.74844,19.43633385,-99.17941979,ANAHUAC II,16-089
1080,departamento en venta,2250000,58,2,2,easyaviso,25:53.3,38793.10345,19.441191,-99.173546,ANAHUAC II,16-089
1081,departamento en venta tres lagos anahuac miguel hidalgo,5800000,80,2,2,easyaviso,25:53.3,72500,19.43900714,-99.18060297,ANAHUAC II,16-089
1082,departamento en venta en parques plaza nuevo polancolago alberto 442 anahuac,3900000,52,NA,NA,easyaviso,25:53.3,75000,19.4384194,-99.1783942,ANAHUAC II,16-089
1083,penthouse interior en preventa roof propio jun 2026 anahuac miguel hidalgo,7500000,206,3,2,easyaviso,25:53.3,36407.76699,19.4446395,-99.1762434,ANAHUAC II,16-089
1084,departamento amueblado en be grand alto polanco  linda vista,4750000,60,NA,NA,easyaviso,25:53.3,79166.66667,19.4395976,-99.1825289,ANAHUAC II,16-089
1085,penthouse exterior en preventa roof propio jun 2026 anahuac miguel hidalgo,6575000,171,3,2,easyaviso,25:53.3,38450.2924,19.4446395,-99.1762434,ANAHUAC II,16-089
1086,departamento interior en preventa jun 2026 anahuac miguel hidalgo,5550000,121,3,2,easyaviso,25:53.3,45867.7686,19.4446395,-99.1762434,ANAHUAC II,16-089
1087,departamento exterior en preventa jun 2026 anahuac miguel hidalgo.,5675000,125,3,2,easyaviso,25:53.3,45400,19.4446395,-99.1762434,ANAHUAC II,16-089
1088,departamento  en venta tres lagos nvo. polanco,5200000,100,2,3,easyaviso,25:53.3,52000,19.4410111,-99.1795604,ANAHUAC II,16-089
1089,departamento interior en preventa junio 2026,6325000,134,3,3,easyaviso,25:53.3,47201.49254,19.4446395,-99.1762434,ANAHUAC II,16-089
1090,en venta departamento en 3 lagos mayran,5800000,83,2,2,easyaviso,25:53.3,69879.51807,19.44100714,-99.17860297,ANAHUAC II,16-089
1091,venta de departamento en col. anahuac,3300000,75,2,2,easyaviso,25:53.3,44000,19.43973103,-99.17782725,ANAHUAC II,16-089
1092,venta departamento 3 recamaras be grand alto polanco,15500000,240,2,3,easyaviso,25:53.3,64583.33333,19.4415857,-99.18187997,ANAHUAC II,16-089
1093,departamento en venta con un vista espectacular,7900000,109.49,2,3,easyaviso,25:53.3,72152.70801,19.4413563,-99.1802147,ANAHUAC II,16-089
1094,departamento en venta en anahuac miguel hidalgo cdmx,2592800,93,NA,3,easyaviso,25:53.3,27879.56989,19.4438865,-99.1752628,ANAHUAC II,16-089
1095,departamento en venta be gran alto polanco,6800000,105,2,2,easyaviso,25:53.3,64761.90476,19.4401566,-99.1829788,ANAHUAC II,16-089
1096,be grand alto polanco torre 2,6300000,97,2,2,easyaviso,25:53.3,64948.45361,19.43935893,-99.18208042,ANAHUAC II,16-089
1097,departamento en venta be grand alto polanco  2 recamaras,6800000,109,2,2,easyaviso,25:53.3,62385.3211,19.44295033,-99.18047064,ANAHUAC II,16-089
1098,departamento a estrenar en veronica anzures,4750000,60,NA,NA,easyaviso,25:53.3,79166.66667,19.438286,-99.172771,ANAHUAC II,16-089
1099,departamento super ubicado frente a la torre de pemex,3600000,74,2,2,easyaviso,25:53.3,48648.64865,19.4400986,-99.1768242,ANAHUAC II,16-089
1100,oportunidad unica de inversion suite en venta con balcon y vista panoramica,2422000,30,NA,NA,easyaviso,25:53.3,80733.33333,19.4382863,-99.1727708,ANAHUAC II,16-089
1101,departamento venta penthouse col anahuac miguel hidalgo,10870000,123,2,3,easyaviso,25:53.3,88373.98374,19.4384977,-99.178369,ANAHUAC II,16-089
1102,departamento en preventa jun 2026 planta baja roof privado,6475000,148,3,3,easyaviso,25:53.3,43750,19.4446395,-99.1762434,ANAHUAC II,16-089
1103,departamento en venta,5500000,74,2,2,easyaviso,25:53.3,74324.32432,19.4402401,-99.1765871,ANAHUAC II,16-089
1104,departamento en venta en anahuac miguel hidalgo cdmx.,2480000,93,NA,3,easyaviso,25:53.3,26666.66667,19.4420298,-99.1746013,ANAHUAC II,16-089
1105,departamento en venta be grand alto polanco 1 recamara,6400000,65.36,NA,NA,easyaviso,25:53.3,97919.21665,19.4402323,-99.1820243,ANAHUAC II,16-089
1106,venta departamento en be grand alto polanco 5700000,5700000,97.9,2,2,easyaviso,25:53.3,58222.6762,19.4413563,-99.1802147,ANAHUAC II,16-089
1107,venta departamento amueblado y equipado parques polanco,7300000,105,2,2,easyaviso,25:53.3,69523.80952,19.4413563,-99.1802147,ANAHUAC II,16-089
1108,departamento en preventa marzo 2026 anahuac lago chalco miguel hidalgo cdmx,6125000,137,3,3,easyaviso,25:53.3,44708.0292,19.4446395,-99.1762434,ANAHUAC II,16-089
1109,polanco 100m2 ..alberca,6900000,93,2,2,easyaviso,25:53.3,74193.54839,19.4395976,-99.1825289,ANAHUAC II,16-089
1110,venta departamento en col. anahuac cdmx,3300000,89,NA,2,easyaviso,25:53.3,37078.65169,19.4413563,-99.1802147,ANAHUAC II,16-089
1111,bonito departamento en venta,3500000,67,2,2,easyaviso,25:53.3,52238.80597,19.4425884,-99.1781599,ANAHUAC II,16-089
1112,be grand polanco departamento en venta,6.00E+06,93,2,2,easyaviso,25:53.3,64516.12903,19.4397667,-99.1823246,ANAHUAC II,16-089
1113,begrand alto polanco torre2,8700000,129,2,3,easyaviso,25:53.3,67441.86047,19.43943987,-99.18238163,ANAHUAC II,16-089
1114,el departamento de tus suenos en la colonia anahuac,4500000,82.85,2,2,easyaviso,25:53.3,54315.02716,19.4401814,-99.1770569,ANAHUAC II,16-089
1115,vive en be grand polanco con amenidades y todo caminando,6.00E+06,93,2,2,easyaviso,25:53.3,64516.12903,19.439561,-99.1821956,ANAHUAC II,16-089
1116,para inversionistas excelente departamento en torre union a un costado de pemex,3200000,74,2,2,easyaviso,25:53.3,43243.24324,19.4395477,-99.1772318,ANAHUAC II,16-089
1117,departamento venta colonia anahuac,3300000,62,NA,2,easyaviso,25:53.3,53225.80645,19.4413563,-99.1802147,ANAHUAC II,16-089
1118,departamento ubicado en skyview polanco en veronica anzures de 82 m2,4602000,82,NA,2,easyaviso,25:53.3,56121.95122,19.4371351,-99.1804396,ANAHUAC II,16-089
1119,departamento en venta skyview polanco,4602000,82,NA,2,easyaviso,25:53.3,56121.95122,19.4373402,-99.180431,ANAHUAC II,16-089
1120,venta loft distum estrena veronica anzures,2525000,30,NA,NA,easyaviso,25:53.3,84166.66667,19.4382863,-99.1727708,ANAHUAC II,16-089
1121,baja venta 2 rec. 100 m2 con balcones be grand alto polanco   torre 3 cbodega,7199000,100,2,2,easyaviso,25:53.3,71990,19.4403658,-99.1821212,ANAHUAC II,16-089
1122,departamento en venta en anahuac miguel hidalgo,3350000,59,2,2,easyaviso,25:53.3,56779.66102,19.4425884,-99.1781599,ANAHUAC II,16-089
1123,departamento en venta en colonia anahuac,4330000,55,NA,NA,easyaviso,25:53.3,78727.27273,19.4401566,-99.1829788,ANAHUAC II,16-089
1124,departamento tres lagos cerca de polanco,4350000,87,2,3,easyaviso,25:53.3,50000,19.44097768,-99.17897097,ANAHUAC II,16-089
1125,departamento en be grand alto polanco,4500000,100,NA,NA,easyaviso,25:53.3,45000,19.43975957,-99.18344808,ANAHUAC II,16-089
1126,departamento en venta en be grand alto polanco,13900000,153,2,3,easyaviso,25:53.3,90849.6732,19.4401566,-99.1829788,ANAHUAC II,16-089
1127,departamento a unas cuadras de la torre de pemex,1500000,42,NA,2,easyaviso,25:53.3,35714.28571,19.4423878,-99.1790259,ANAHUAC II,16-089
1128,be grand polanco,7100000,100,2,2,easyaviso,25:53.3,71000,19.4390004,-99.1789503,ANAHUAC II,16-089
1129,departamento en venta en be  grand,6500000,100,2,2,easyaviso,25:53.3,65000,19.4396946,-99.1833554,ANAHUAC II,16-089
1130,departamento parques plaza nuevo polanco,9800000,122,2,3,easyaviso,25:53.3,80327.86885,19.4394119,-99.1781599,ANAHUAC II,16-089
1131,departamento en miguel hidalgo no pierdas la oportunidad de comprar,681300,68,2,2,easyaviso,25:53.3,10019.11765,19.4415231,-99.1746562,ANAHUAC II,16-089
1132,venta de departamento en la colonia anahuac miguel hidalgo,3300000,70,NA,2,easyaviso,25:53.3,47142.85714,19.4432475,-99.1709172,ANAHUAC II,16-089
1133,departamento en venta en sky view polanco miguel hidalgo,5950000,110,2,2,easyaviso,25:53.3,54090.90909,19.4373402,-99.180431,ANAHUAC II,16-089
1134,departamento en venta en torre union bahia de san hipolito anahuac,3200000,74,2,2,easyaviso,25:53.3,43243.24324,19.4402624,-99.1765675,ANAHUAC II,16-089
1135,departamento en col. anahuac miguel hidalgo,3200000,74,2,2,easyaviso,25:53.3,43243.24324,19.440008,-99.1767939,ANAHUAC II,16-089
1136,distum depas  2  excelente departamento en venta de entrega inmediata,6484275,96,2,3,easyaviso,25:53.3,67544.53125,19.4382863,-99.1727708,ANAHUAC II,16-089
1137,increible departamento en venta be grand alto polanco,13900000,146,2,3,easyaviso,25:53.3,95205.47945,19.4398738,-99.1831238,ANAHUAC II,16-089
1138,venta  2 departamentos en be grand alto polanco torre 4,8350000,94.14,2,2,easyaviso,25:53.3,88697.6843,19.441012,-99.1817785,ANAHUAC II,16-089
1139,departamento venta veronica anzures,8299305,123,2,NA,easyaviso,25:53.3,67474.02439,19.4382863,-99.1727708,ANAHUAC II,16-089
1140,distum dhalia 3 departamento a estrenar,2675000,35,NA,NA,easyaviso,25:53.3,76428.57143,19.4382863,-99.1727708,ANAHUAC II,16-089
1141,loft be grand alto polanco torre 3,4300000,46,NA,NA,easyaviso,25:53.3,93478.26087,19.43964221,-99.18203831,ANAHUAC II,16-089
1142,se grand alto polanco torre 2,8700000,129,2,3,easyaviso,25:53.3,67441.86047,19.43943987,-99.18238163,ANAHUAC II,16-089
1143,venta inversionistas be grand polanco 8500000,8500000,110,2,3,easyaviso,25:53.3,77272.72727,19.4413563,-99.1802147,ANAHUAC II,16-089
1144,pent house en venta en la col. anahuac,3900000,115,NA,NA,easyaviso,25:53.3,33913.04348,19.4413563,-99.1802147,ANAHUAC II,16-089
1145,distum depas excelente departamento en venta,4450000,60,NA,NA,easyaviso,25:53.3,74166.66667,19.4382863,-99.1727708,ANAHUAC II,16-089
1146,departamento en venta en anahuac miguel hidalgo cdmx,723000,44.32,NA,2,easyaviso,25:53.3,16313.1769,19.4425568,-99.1701089,ANAHUAC II,16-089
1147,departamento en venta en anahuac miguel hidalgo oportunidad bancaria,1943700,93,NA,3,easyaviso,25:53.3,20900,19.4438865,-99.1752628,ANAHUAC II,16-089
1148,excelente departamento en venta en parques plaza nuevo polanco,8900000,122,2,2,easyaviso,25:53.3,72950.81967,19.4394119,-99.1781599,ANAHUAC II,16-089
1149,departamento de 3 recamaras 166m2 en parques plaza nuevo polanco,10140000,107.59,2,3,easyaviso,25:53.3,94246.6772,19.4367959,-99.1800518,ANAHUAC II,16-089
1150,excelente departamento  para  invertir no pierdas la oportunidad,1868958,93,NA,2,easyaviso,25:53.3,20096.32258,19.4411109,-99.1755213,ANAHUAC II,16-089
1151,excelente departamento  para  invertir no pierdas la oportunidad,1868958,93,NA,3,easyaviso,25:53.3,20096.32258,19.4411109,-99.1755213,ANAHUAC II,16-089
1152,hares polanco departamento venta anahuac cdmx,6600000,90,2,2,easyaviso,25:53.3,73333.33333,19.4367648,-99.1792888,ANAHUAC II,16-089
1153,invierte hoy condo de lujo be grand polanco baratisimo aprovecha,4164000,140,2,2,easyaviso,25:53.3,29742.85714,19.4400628,-99.1830266,ANAHUAC II,16-089
1154,departamento en venta en parques plaza,5850000,85,2,2,easyaviso,25:53.3,68823.52941,19.4396946,-99.1833554,ANAHUAC II,16-089
1155,anahuac departamento venta miguel hidalgo cdmx,2651000,93,2,3,easyaviso,25:53.3,28505.37634,19.441043,-99.1755851,ANAHUAC II,16-089
